date,variable,US,AU,CA,DE,FR,GB,IE,JP
2020-06-19,new postings,82.56,76.25,65.06,75.7,71.98,35.0,48.31,96.97
2020-06-20,new postings,82.01,77.55,65.83,76.35,71.83,35.28,49.0,97.32
2020-06-21,new postings,81.36,78.46,66.59,76.97,71.77,35.56,49.7,97.44
2020-06-22,new postings,81.52,78.59,67.4,77.59,71.77,35.84,50.46,97.38
2020-06-23,new postings,81.3,77.92,68.19,78.77,72.01,36.31,50.87,95.8
2020-06-24,new postings,81.09,77.4,69.1,79.53,72.25,36.72,51.36,94.61
2020-06-25,new postings,80.83,77.52,69.71,80.12,72.69,37.12,51.15,93.39
2020-06-26,new postings,81.01,77.33,69.85,79.39,73.11,37.35,50.68,93.92
2020-06-27,new postings,81.24,78.07,70.07,77.57,72.82,37.49,49.96,94.99
2020-06-28,new postings,81.48,78.89,70.31,77.32,73.55,37.9,49.83,96.27
2020-06-29,new postings,81.84,80.12,70.61,77.18,74.19,38.39,49.66,96.61
2020-06-30,new postings,82.43,81.01,70.66,76.75,74.68,38.75,49.3,98.67
2020-07-01,new postings,83.23,81.87,70.49,76.21,75.1,39.06,49.31,103.86
2020-07-02,new postings,84.65,82.02,69.9,76.41,75.41,39.45,50.14,105.37
2020-07-03,new postings,86.43,82.57,69.62,77.62,75.98,40.14,51.66,105.86
2020-07-04,new postings,87.13,82.13,68.99,79.36,77.13,40.85,53.35,105.55
2020-07-05,new postings,87.78,81.7,68.31,79.56,77.1,41.21,54.36,104.68
2020-07-06,new postings,88.52,81.45,67.53,79.96,77.19,41.46,55.47,104.58
2020-07-07,new postings,90.71,81.53,66.99,80.47,77.47,41.79,56.08,103.8
2020-07-08,new postings,92.83,81.29,66.51,83.1,77.61,42.11,56.24,99.22
2020-07-09,new postings,93.29,80.97,67.74,84.45,77.4,42.24,55.95,97.06
2020-07-10,new postings,92.99,80.66,68.83,85.27,77.43,42.39,55.67,96.05
2020-07-11,new postings,95.0,80.45,70.26,82.56,75.17,42.07,54.47,96.01
2020-07-12,new postings,96.87,80.34,71.46,83.08,75.31,42.42,54.24,95.84
2020-07-13,new postings,98.24,79.86,72.5,83.74,75.48,42.89,54.06,95.53
2020-07-14,new postings,98.05,79.13,73.27,84.47,74.8,43.29,54.67,94.94
2020-07-15,new postings,96.25,78.78,74.02,82.05,72.76,43.64,55.44,94.71
2020-07-16,new postings,95.26,78.57,73.72,81.37,70.94,44.08,56.74,95.73
2020-07-17,new postings,94.62,78.23,73.62,78.3,67.3,43.87,56.84,95.74
2020-07-18,new postings,92.59,77.84,73.25,81.06,67.58,44.51,59.01,95.09
2020-07-19,new postings,90.52,77.3,73.2,81.52,65.72,44.57,60.49,95.13
2020-07-20,new postings,88.74,76.85,73.27,81.69,64.07,44.57,61.96,95.62
2020-07-21,new postings,87.19,76.84,73.66,80.98,63.22,44.46,62.97,95.99
2020-07-22,new postings,87.2,76.6,74.17,81.96,64.69,44.57,63.88,96.99
2020-07-23,new postings,87.33,77.08,74.65,80.5,65.35,44.52,63.79,97.9
2020-07-24,new postings,87.8,77.85,74.84,82.04,67.59,44.97,64.67,97.26
2020-07-25,new postings,88.34,79.14,75.23,83.36,69.49,45.31,64.77,96.68
2020-07-26,new postings,89.12,80.8,75.48,83.81,71.35,45.7,64.75,95.79
2020-07-27,new postings,89.89,82.4,75.96,84.65,73.26,46.13,64.55,93.25
2020-07-28,new postings,90.34,83.84,76.21,86.39,75.18,46.65,64.63,91.87
2020-07-29,new postings,90.36,85.16,76.07,86.86,75.18,46.83,64.35,89.75
2020-07-30,new postings,90.18,84.98,75.93,87.31,75.14,46.96,64.09,86.86
2020-07-31,new postings,89.47,84.73,75.77,90.38,76.7,47.43,64.36,86.82
2020-08-01,new postings,88.77,83.8,75.35,90.31,76.56,47.55,63.96,88.3
2020-08-02,new postings,87.98,82.42,74.9,90.16,76.49,47.58,63.55,89.11
2020-08-03,new postings,87.16,80.61,74.13,89.21,76.16,47.48,62.95,90.91
2020-08-04,new postings,86.43,78.73,72.41,86.67,74.85,47.36,61.39,91.79
2020-08-05,new postings,86.05,77.16,71.18,85.27,74.64,47.57,60.09,97.73
2020-08-06,new postings,85.84,76.32,70.2,86.28,75.98,48.25,59.78,103.72
2020-08-07,new postings,86.51,75.68,69.53,84.43,75.81,48.78,59.23,108.52
2020-08-08,new postings,87.27,75.41,69.56,83.94,75.96,49.41,59.18,111.8
2020-08-09,new postings,87.86,75.58,69.68,83.53,76.17,50.08,59.11,115.57
2020-08-10,new postings,88.58,75.99,70.1,83.73,76.42,50.79,59.65,118.59
2020-08-11,new postings,89.97,76.69,72.47,85.89,77.54,51.66,62.31,122.08
2020-08-12,new postings,91.02,77.34,74.29,87.58,78.6,52.29,65.17,120.43
2020-08-13,new postings,92.0,78.34,75.72,89.0,78.9,52.55,67.35,120.34
2020-08-14,new postings,92.89,79.08,77.1,90.76,79.46,52.6,69.01,120.89
2020-08-15,new postings,92.24,79.27,77.55,92.64,80.31,52.64,70.06,121.46
2020-08-16,new postings,91.95,79.47,78.03,93.83,80.13,52.53,70.67,122.8
2020-08-17,new postings,91.6,79.63,78.11,94.9,80.83,52.61,70.62,126.94
2020-08-18,new postings,90.76,79.57,77.16,96.64,82.87,52.77,69.35,136.57
2020-08-19,new postings,90.23,79.65,76.5,98.47,85.18,53.07,67.47,145.81
2020-08-20,new postings,89.97,79.11,76.23,99.52,87.56,53.6,65.73,152.37
2020-08-21,new postings,89.01,78.46,75.75,99.15,88.45,54.07,63.81,158.79
2020-08-22,new postings,89.57,78.65,75.75,97.31,88.57,54.57,62.04,165.44
2020-08-23,new postings,89.84,78.31,75.6,96.89,89.6,55.32,61.01,170.75
2020-08-24,new postings,90.04,77.99,75.66,97.21,89.57,56.09,60.44,173.7
2020-08-25,new postings,90.37,77.89,75.85,96.15,87.72,56.77,60.16,168.67
2020-08-26,new postings,90.45,77.57,75.91,94.04,85.31,57.6,60.38,163.29
2020-08-27,new postings,90.3,77.52,75.57,91.56,82.9,58.33,60.98,158.73
2020-08-28,new postings,90.27,77.9,75.43,90.28,81.85,59.27,62.02,155.42
2020-08-29,new postings,90.38,78.02,75.35,90.97,81.97,60.19,63.55,151.42
2020-08-30,new postings,90.65,78.26,75.42,90.9,81.92,61.25,64.84,147.73
2020-08-31,new postings,90.92,79.36,75.55,89.77,81.7,62.27,65.92,144.1
2020-09-01,new postings,91.36,79.81,76.0,88.67,81.75,61.9,66.37,144.09
2020-09-02,new postings,92.3,80.39,76.97,88.83,81.53,60.95,66.54,143.32
2020-09-03,new postings,93.55,80.97,78.52,89.59,81.6,60.02,66.42,142.37
2020-09-04,new postings,94.95,81.08,80.22,90.07,81.19,58.8,66.17,138.18
2020-09-05,new postings,96.13,81.09,82.02,88.65,79.6,57.29,65.62,134.23
2020-09-06,new postings,97.45,81.22,83.89,88.12,78.85,55.49,65.3,130.18
2020-09-07,new postings,99.92,80.96,85.75,87.79,78.21,53.42,65.09,127.12
2020-09-08,new postings,100.17,80.87,85.01,87.45,78.25,53.56,65.26,120.89
2020-09-09,new postings,99.2,80.82,83.29,86.34,78.8,54.24,65.66,116.11
2020-09-10,new postings,98.01,80.72,80.81,83.17,77.48,54.49,65.82,114.24
2020-09-11,new postings,96.74,80.85,77.93,82.84,78.29,55.36,66.42,114.35
2020-09-12,new postings,95.71,80.71,74.96,82.9,79.38,56.28,67.03,114.8
2020-09-13,new postings,94.23,80.59,71.76,82.55,79.72,57.21,67.24,116.39
2020-09-14,new postings,91.54,80.63,68.41,82.5,80.2,58.2,67.62,117.15
2020-09-15,new postings,91.47,80.75,69.08,82.67,80.17,58.35,68.09,120.99
2020-09-16,new postings,92.54,80.63,70.72,82.68,79.45,58.14,68.6,124.73
2020-09-17,new postings,93.45,80.5,72.78,86.04,81.37,58.5,69.71,127.13
2020-09-18,new postings,94.05,80.55,75.08,86.83,81.69,58.35,70.23,129.42
2020-09-19,new postings,94.2,80.97,77.25,87.58,82.43,58.27,70.74,131.61
2020-09-20,new postings,94.6,81.34,79.6,88.25,83.24,58.31,71.27,133.52
2020-09-21,new postings,95.06,81.22,82.08,88.63,84.11,58.47,71.63,135.02
2020-09-22,new postings,94.77,81.23,82.64,89.3,85.15,58.48,71.67,133.21
2020-09-23,new postings,94.09,81.5,82.8,90.51,86.95,58.72,71.81,131.43
2020-09-24,new postings,93.81,82.08,82.94,90.08,87.72,58.7,71.37,130.77
2020-09-25,new postings,94.09,82.73,83.01,89.91,88.36,58.86,71.2,130.18
2020-09-26,new postings,94.78,83.46,83.19,90.56,88.39,59.04,70.91,129.56
2020-09-27,new postings,95.39,84.35,83.25,90.72,88.24,59.19,70.76,127.85
2020-09-28,new postings,96.1,85.68,83.33,91.31,88.3,59.45,70.86,126.67
2020-09-29,new postings,96.53,87.31,83.56,91.64,88.15,59.78,70.83,129.38
2020-09-30,new postings,96.83,89.27,83.73,92.46,87.72,60.2,70.75,131.93
2020-10-01,new postings,96.9,91.21,83.96,93.35,86.7,60.68,71.35,134.66
2020-10-02,new postings,96.53,92.9,84.17,94.23,85.99,61.1,71.97,136.77
2020-10-03,new postings,96.09,94.08,84.32,95.08,86.02,61.68,72.47,138.88
2020-10-04,new postings,95.73,95.2,84.72,96.71,86.18,62.17,72.9,141.63
2020-10-05,new postings,95.34,95.33,85.04,97.55,86.17,62.43,72.97,143.59
2020-10-06,new postings,95.4,95.26,85.3,100.13,86.4,62.77,73.38,143.46
2020-10-07,new postings,96.96,94.54,85.93,101.41,85.92,62.73,73.63,144.31
2020-10-08,new postings,98.65,93.87,86.97,104.27,86.89,62.94,73.61,143.95
2020-10-09,new postings,100.21,93.17,88.01,106.91,87.57,63.01,73.17,143.35
2020-10-10,new postings,101.67,92.41,89.12,108.31,87.29,62.48,73.08,143.09
2020-10-11,new postings,103.25,91.43,90.23,109.16,87.28,62.09,73.14,143.67
2020-10-12,new postings,104.88,92.15,91.6,110.68,87.28,61.81,73.56,145.65
2020-10-13,new postings,106.11,92.97,91.23,108.58,85.91,61.01,73.48,149.17
2020-10-14,new postings,106.02,94.32,90.27,106.17,85.28,60.45,73.08,152.13
2020-10-15,new postings,104.54,95.51,88.27,104.27,85.04,59.89,73.03,154.04
2020-10-16,new postings,103.64,96.97,86.11,101.9,84.23,59.23,73.15,155.89
2020-10-17,new postings,102.75,98.53,83.83,100.53,83.87,59.22,73.17,155.79
2020-10-18,new postings,101.81,100.1,81.24,99.32,83.25,59.16,73.0,154.94
2020-10-19,new postings,100.68,100.79,78.32,97.1,82.58,59.06,72.34,154.49
2020-10-20,new postings,99.99,101.37,78.99,93.8,81.0,58.8,71.2,154.02
2020-10-21,new postings,99.4,102.08,80.15,94.27,81.18,59.1,70.41,156.45
2020-10-22,new postings,100.1,102.79,81.88,92.96,80.51,59.19,69.28,154.63
2020-10-23,new postings,100.03,102.46,83.58,92.51,80.87,59.72,68.43,152.21
2020-10-24,new postings,100.16,101.97,85.15,92.04,81.54,60.07,67.52,151.57
2020-10-25,new postings,100.35,101.61,86.89,91.35,82.25,60.44,66.99,151.3
2020-10-26,new postings,100.65,101.33,88.68,89.28,81.62,60.35,66.21,151.34
2020-10-27,new postings,100.9,100.96,88.47,92.24,84.39,61.32,65.84,150.46
2020-10-28,new postings,101.04,100.3,87.93,92.63,85.18,61.65,65.48,146.72
2020-10-29,new postings,101.1,99.38,87.26,93.36,85.47,61.89,65.27,147.72
2020-10-30,new postings,101.34,99.43,86.75,93.99,84.86,61.83,64.97,150.56
2020-10-31,new postings,101.15,100.17,86.54,94.96,83.94,61.63,64.1,153.68
2020-11-01,new postings,101.11,100.81,86.22,94.64,81.97,60.78,62.62,156.69
2020-11-02,new postings,101.17,101.62,85.96,99.09,82.97,60.67,62.34,159.48
2020-11-03,new postings,101.02,101.98,86.1,100.74,82.46,59.87,63.95,161.53
2020-11-04,new postings,100.7,102.14,86.39,102.61,82.73,58.91,65.81,162.39
2020-11-05,new postings,100.06,102.61,86.79,103.58,83.59,57.92,67.18,163.65
2020-11-06,new postings,99.8,102.93,87.18,104.47,85.19,56.95,68.63,160.3
2020-11-07,new postings,100.76,102.71,87.5,104.22,86.96,56.26,71.22,157.29
2020-11-08,new postings,101.41,102.79,88.03,104.8,89.16,56.16,73.98,154.34
2020-11-09,new postings,101.51,102.96,88.48,103.44,89.47,55.65,75.85,153.22
2020-11-10,new postings,101.31,103.98,88.71,102.09,90.2,55.55,76.75,153.84
2020-11-11,new postings,101.48,105.71,89.0,100.27,89.99,55.79,77.3,155.15
2020-11-12,new postings,102.44,106.88,89.01,99.3,87.84,56.32,78.35,156.86
2020-11-13,new postings,103.35,108.09,89.18,97.97,85.13,57.04,79.38,158.34
2020-11-14,new postings,102.87,108.47,88.89,96.84,82.3,57.58,79.6,158.72
2020-11-15,new postings,101.95,108.83,88.94,96.25,80.21,58.44,80.06,158.91
2020-11-16,new postings,101.53,108.79,89.22,95.59,78.26,59.44,80.58,158.77
2020-11-17,new postings,101.57,108.51,89.3,96.0,76.07,60.51,80.53,154.24
2020-11-18,new postings,101.46,107.59,89.32,97.05,74.23,61.43,80.41,149.06
2020-11-19,new postings,101.13,107.71,90.28,97.37,75.39,62.45,80.01,142.63
2020-11-20,new postings,100.85,107.58,90.94,95.0,75.24,62.71,78.81,139.87
2020-11-21,new postings,101.33,108.18,91.82,94.7,75.39,63.03,78.05,138.63
2020-11-22,new postings,102.93,108.58,92.25,95.36,76.41,63.46,77.63,137.77
2020-11-23,new postings,105.19,109.06,92.42,95.02,77.5,63.85,77.44,133.14
2020-11-24,new postings,107.81,109.26,92.67,92.93,78.27,63.97,77.22,130.73
2020-11-25,new postings,110.71,109.18,92.92,90.82,80.63,64.27,77.47,130.55
2020-11-26,new postings,113.0,108.49,92.34,89.22,81.4,64.3,77.71,131.32
2020-11-27,new postings,112.95,107.79,91.78,90.39,83.53,65.54,78.69,133.22
2020-11-28,new postings,109.96,107.18,91.22,89.98,85.52,66.21,79.56,134.06
2020-11-29,new postings,105.78,106.74,90.51,88.95,86.33,66.43,80.08,133.11
2020-11-30,new postings,100.14,106.57,89.86,88.5,87.03,66.64,80.76,135.05
2020-12-01,new postings,93.94,106.25,89.26,90.73,87.41,67.08,81.79,139.46
2020-12-02,new postings,87.56,106.09,88.52,92.27,86.4,67.56,82.54,140.02
2020-12-03,new postings,81.53,106.11,88.34,94.2,85.7,68.04,83.54,140.92
2020-12-04,new postings,78.96,106.41,88.27,94.87,84.5,67.66,83.82,141.04
2020-12-05,new postings,80.15,106.75,88.57,96.31,84.28,67.97,84.79,141.1
2020-12-06,new postings,82.2,107.2,89.13,97.46,84.19,68.35,85.62,142.48
2020-12-07,new postings,85.91,107.94,89.83,98.27,84.42,68.93,86.22,142.83
2020-12-08,new postings,89.78,109.32,90.83,96.82,85.32,69.19,86.53,140.61
2020-12-09,new postings,93.49,110.85,91.83,96.16,86.3,69.21,86.64,137.96
2020-12-10,new postings,97.33,112.34,92.5,93.39,86.2,68.83,85.59,134.46
2020-12-11,new postings,100.17,113.81,93.18,93.48,87.82,69.06,85.48,131.89
2020-12-12,new postings,101.93,114.66,93.39,92.63,88.23,69.03,84.35,130.76
2020-12-13,new postings,103.61,115.82,93.95,91.69,88.67,69.32,83.35,129.63
2020-12-14,new postings,104.4,116.74,94.58,92.17,89.14,69.75,82.75,128.04
2020-12-15,new postings,104.1,117.03,95.07,93.28,89.38,70.3,82.04,126.62
2020-12-16,new postings,103.68,117.0,95.7,93.83,89.33,70.91,81.54,128.56
2020-12-17,new postings,103.2,116.87,96.03,93.81,88.68,71.31,81.38,129.56
2020-12-18,new postings,102.66,116.6,96.23,94.43,88.36,71.71,81.18,129.61
2020-12-19,new postings,101.59,116.69,96.67,94.52,88.08,71.94,81.22,128.97
2020-12-20,new postings,100.42,116.3,96.65,94.54,87.78,71.74,81.0,128.38
2020-12-21,new postings,99.34,115.18,96.36,93.24,87.22,71.31,80.14,126.32
2020-12-22,new postings,99.76,114.41,96.05,92.04,87.07,70.67,79.24,126.35
2020-12-23,new postings,100.61,114.26,95.85,91.06,87.28,70.07,78.03,125.62
2020-12-24,new postings,101.72,114.2,96.16,92.74,89.44,70.1,77.35,125.53
2020-12-25,new postings,101.51,112.56,95.73,91.26,90.3,69.51,75.52,125.57
2020-12-26,new postings,100.44,111.68,93.64,89.42,89.81,67.95,72.87,124.37
2020-12-27,new postings,99.53,113.41,92.43,88.26,90.1,67.65,71.97,123.23
2020-12-28,new postings,99.1,116.76,92.84,88.64,91.42,68.52,73.13,122.8
2020-12-29,new postings,97.87,119.76,92.29,89.83,92.53,68.65,73.61,120.91
2020-12-30,new postings,96.6,120.2,91.24,90.66,93.0,68.57,72.97,118.74
2020-12-31,new postings,94.75,117.28,89.15,89.21,91.7,66.93,70.38,116.32
2021-01-01,new postings,95.68,113.53,87.68,89.12,89.97,64.88,69.33,114.32
2021-01-02,new postings,97.82,110.48,87.27,89.61,89.67,63.56,68.52,112.29
2021-01-03,new postings,99.08,103.55,85.09,89.12,88.18,60.4,65.43,110.62
2021-01-04,new postings,99.26,98.91,80.62,86.86,85.82,55.87,60.09,112.83
2021-01-05,new postings,100.52,95.74,79.01,81.8,81.08,52.74,57.05,113.39
2021-01-06,new postings,102.73,95.29,78.8,79.94,80.65,51.08,57.05,115.39
2021-01-07,new postings,106.34,98.75,79.88,79.94,82.04,51.12,59.45,118.02
2021-01-08,new postings,109.7,105.06,82.51,80.54,84.6,52.35,61.89,119.94
2021-01-09,new postings,113.86,109.9,86.91,83.01,88.88,54.98,66.34,122.31
2021-01-10,new postings,118.78,114.97,91.82,85.14,92.82,57.95,70.9,123.8
2021-01-11,new postings,123.9,116.27,96.83,87.55,96.04,60.86,75.64,120.51
2021-01-12,new postings,127.01,115.99,99.44,90.26,99.65,62.16,77.71,118.44
2021-01-13,new postings,128.54,115.22,100.83,91.95,100.92,62.83,78.53,115.34
2021-01-14,new postings,128.8,114.22,101.54,93.73,101.43,63.15,78.83,111.73
2021-01-15,new postings,127.31,113.08,100.88,94.88,100.9,63.09,78.7,109.22
2021-01-16,new postings,125.14,112.45,98.97,94.64,98.44,62.05,77.12,106.87
2021-01-17,new postings,122.72,112.84,97.5,94.86,96.69,61.38,76.32,105.02
2021-01-18,new postings,120.5,113.67,96.77,94.61,95.6,61.08,76.02,105.24
2021-01-19,new postings,119.05,114.61,96.47,96.05,96.34,61.95,77.17,107.1
2021-01-20,new postings,118.0,115.55,96.4,95.24,95.37,62.07,77.9,109.61
2021-01-21,new postings,116.98,116.08,96.52,93.83,94.83,62.37,78.52,111.97
2021-01-22,new postings,115.7,116.65,96.71,92.03,94.65,62.61,78.73,113.05
2021-01-23,new postings,114.31,116.65,96.81,90.27,95.0,62.93,78.79,114.21
2021-01-24,new postings,113.38,117.03,97.23,88.68,95.39,63.32,78.77,115.15
2021-01-25,new postings,112.61,117.51,97.68,88.28,95.6,63.56,78.44,114.08
2021-01-26,new postings,113.2,116.34,98.19,88.19,95.8,63.68,78.09,112.5
2021-01-27,new postings,114.21,115.0,98.82,87.66,95.8,63.95,77.54,110.09
2021-01-28,new postings,115.75,114.3,99.44,88.72,96.53,64.32,77.58,108.75
2021-01-29,new postings,117.87,113.81,100.0,90.15,97.31,64.77,78.04,108.46
2021-01-30,new postings,119.92,113.16,100.68,91.85,97.53,65.13,78.34,107.98
2021-01-31,new postings,121.79,112.18,101.06,93.58,97.72,65.52,78.76,107.6
2021-02-01,new postings,123.82,111.59,101.38,94.65,97.98,65.96,79.2,109.56
2021-02-02,new postings,125.19,113.76,102.0,95.31,98.53,66.5,79.52,111.49
2021-02-03,new postings,126.23,117.87,102.59,96.55,98.99,66.87,80.23,113.23
2021-02-04,new postings,127.1,120.88,103.13,97.42,99.04,67.4,80.62,114.38
2021-02-05,new postings,128.11,122.5,104.1,98.09,98.96,67.94,80.87,114.84
2021-02-06,new postings,129.15,123.39,105.43,98.36,99.06,68.37,81.75,115.7
2021-02-07,new postings,131.21,124.49,107.06,98.73,99.13,68.7,82.66,116.75
2021-02-08,new postings,132.68,125.28,108.7,99.38,99.16,68.92,83.71,117.03
2021-02-09,new postings,133.46,125.59,109.72,100.68,98.99,69.1,84.84,117.06
2021-02-10,new postings,134.1,124.15,110.77,101.33,98.28,68.98,85.16,117.87
2021-02-11,new postings,134.36,123.46,111.97,102.27,98.24,69.06,86.63,118.64
2021-02-12,new postings,134.53,123.69,112.69,103.4,98.39,69.03,87.97,119.79
2021-02-13,new postings,134.92,124.63,113.6,104.25,98.49,69.23,88.75,121.17
2021-02-14,new postings,134.16,126.82,114.35,105.05,98.97,69.64,89.14,122.57
2021-02-15,new postings,133.51,128.91,115.02,105.56,99.58,70.04,89.53,124.24
2021-02-16,new postings,132.54,129.07,114.11,104.26,99.37,70.0,89.09,126.4
2021-02-17,new postings,131.38,129.32,113.27,103.76,99.77,70.39,89.03,127.62
2021-02-18,new postings,130.15,129.43,112.69,103.78,100.47,70.6,87.81,129.09
2021-02-19,new postings,128.66,129.56,112.45,103.55,101.24,70.78,86.42,131.12
2021-02-20,new postings,126.81,129.67,111.76,103.88,101.84,70.71,85.09,132.57
2021-02-21,new postings,124.98,128.59,111.36,104.13,102.16,70.38,83.97,133.45
2021-02-22,new postings,122.91,127.55,111.23,105.17,102.4,70.08,82.88,134.01
2021-02-23,new postings,122.41,128.13,114.63,106.78,102.58,70.2,82.64,132.52
2021-02-24,new postings,122.62,128.84,118.05,110.16,103.97,70.61,82.98,131.37
2021-02-25,new postings,123.3,129.23,120.68,112.22,103.81,70.95,82.71,130.22
2021-02-26,new postings,124.3,129.58,122.72,114.01,103.28,71.49,82.47,128.01
2021-02-27,new postings,125.42,129.95,124.32,115.45,102.74,72.2,82.29,125.87
2021-02-28,new postings,126.42,130.26,125.2,117.0,102.21,73.09,82.26,123.89
2021-03-01,new postings,127.78,130.74,125.67,118.12,101.76,74.05,82.18,122.49
2021-03-02,new postings,129.16,131.28,124.69,117.52,100.18,74.79,81.59,122.56
2021-03-03,new postings,130.34,131.56,123.47,115.25,98.47,75.75,81.04,122.76
2021-03-04,new postings,131.02,132.1,123.01,114.83,98.96,77.1,82.0,120.85
2021-03-05,new postings,131.76,132.77,123.01,114.94,100.02,78.47,83.83,119.23
2021-03-06,new postings,132.09,133.06,123.11,114.77,101.4,79.88,85.95,117.67
2021-03-07,new postings,133.55,133.48,123.47,114.35,102.65,81.08,88.03,116.5
2021-03-08,new postings,134.88,132.98,123.8,113.16,103.79,82.11,89.89,114.2
2021-03-09,new postings,134.61,132.38,123.64,114.94,107.13,83.4,92.09,112.01
2021-03-10,new postings,133.71,131.99,123.22,116.23,108.97,84.05,93.72,109.95
2021-03-11,new postings,133.29,132.04,122.66,116.66,111.1,84.33,95.0,110.36
2021-03-12,new postings,133.15,132.42,122.03,117.3,111.0,84.7,95.95,110.75
2021-03-13,new postings,133.88,134.01,122.07,118.04,110.82,85.14,96.7,111.69
2021-03-14,new postings,133.82,135.47,122.18,118.45,109.87,85.71,97.33,112.81
2021-03-15,new postings,133.64,138.31,122.58,119.32,108.96,86.1,97.93,114.26
2021-03-16,new postings,134.13,142.07,123.28,119.78,108.06,86.6,98.71,116.85
2021-03-17,new postings,135.42,146.11,124.26,117.87,106.99,86.57,99.53,118.98
2021-03-18,new postings,136.54,149.26,124.96,113.43,102.58,86.1,97.7,120.36
2021-03-19,new postings,137.36,152.01,125.87,109.59,100.71,85.89,95.7,122.5
2021-03-20,new postings,137.99,153.43,127.02,106.65,99.98,86.23,93.47,124.51
2021-03-21,new postings,138.7,154.5,127.84,105.52,100.96,86.68,91.76,126.86
2021-03-22,new postings,139.16,154.01,127.7,104.51,102.03,86.68,90.13,129.88
2021-03-23,new postings,141.16,152.27,127.43,103.77,103.34,86.73,88.19,131.35
2021-03-24,new postings,143.12,149.85,127.65,105.46,105.34,87.56,86.48,134.01
2021-03-25,new postings,144.19,147.69,127.99,109.1,108.54,88.81,88.93,136.16
2021-03-26,new postings,145.33,145.58,127.93,110.85,110.28,89.65,90.8,136.92
2021-03-27,new postings,146.4,143.81,127.47,113.21,111.34,91.26,93.18,137.6
2021-03-28,new postings,147.12,142.2,127.24,114.06,111.41,92.78,94.71,137.32
2021-03-29,new postings,148.33,141.89,127.96,114.62,111.64,95.34,96.37,136.12
2021-03-30,new postings,147.59,142.16,128.59,115.16,110.87,98.04,98.25,135.36
2021-03-31,new postings,146.37,143.47,128.59,116.27,110.51,99.9,99.4,133.73
2021-04-01,new postings,145.98,145.52,128.2,116.02,109.07,101.03,98.21,133.41
2021-04-02,new postings,146.02,144.79,127.81,117.46,108.63,102.26,98.05,133.52
2021-04-03,new postings,145.45,143.56,125.09,114.01,105.75,99.92,95.84,133.4
2021-04-04,new postings,144.75,142.22,121.9,113.65,105.36,98.24,95.32,134.84
2021-04-05,new postings,143.9,138.16,118.43,113.72,104.36,95.77,94.64,132.31
2021-04-06,new postings,143.18,133.23,114.19,111.8,101.93,91.11,92.06,129.1
2021-04-07,new postings,143.66,127.1,110.08,108.8,99.09,87.12,89.93,129.46
2021-04-08,new postings,144.07,119.44,106.19,105.89,97.33,83.79,87.66,128.12
2021-04-09,new postings,143.74,114.96,102.52,101.14,95.32,79.76,84.27,125.51
2021-04-10,new postings,144.33,113.32,102.85,100.28,94.24,78.87,83.02,123.26
2021-04-11,new postings,145.55,111.96,104.25,98.2,92.45,78.17,81.16,121.07
2021-04-12,new postings,147.26,113.98,105.82,95.6,91.18,78.19,79.7,125.18
2021-04-13,new postings,150.26,118.89,109.6,97.15,94.57,82.36,82.26,131.23
2021-04-14,new postings,152.65,124.17,113.75,99.84,98.21,87.04,85.83,131.6
2021-04-15,new postings,154.71,130.38,118.5,103.49,101.62,91.73,90.21,133.03
2021-04-16,new postings,156.96,135.67,123.14,108.58,104.95,96.75,95.02,136.12
2021-04-17,new postings,158.91,139.23,125.73,113.7,108.34,100.89,99.49,139.0
2021-04-18,new postings,160.54,143.03,127.93,117.46,110.71,104.76,103.74,140.56
2021-04-19,new postings,162.01,146.88,130.52,121.89,112.72,108.65,107.68,140.36
2021-04-20,new postings,161.9,149.73,131.18,123.87,113.22,111.14,110.14,137.97
2021-04-21,new postings,161.4,153.1,131.3,125.41,113.25,113.34,111.81,135.73
2021-04-22,new postings,160.88,157.0,130.56,127.2,113.42,115.73,113.4,134.48
2021-04-23,new postings,160.3,161.96,129.69,129.38,114.14,118.8,115.67,133.0
2021-04-24,new postings,159.51,165.79,129.19,130.15,114.77,121.05,117.04,131.35
2021-04-25,new postings,158.65,169.6,128.32,131.43,115.89,122.55,118.26,129.82
2021-04-26,new postings,157.82,171.92,126.93,132.17,117.27,123.42,119.5,127.45
2021-04-27,new postings,157.45,172.35,126.03,132.27,117.31,123.16,119.73,127.79
2021-04-28,new postings,156.86,172.65,125.25,131.73,117.73,122.46,119.82,131.22
2021-04-29,new postings,156.77,172.88,124.78,130.71,118.42,121.49,119.42,133.87
2021-04-30,new postings,156.42,172.53,124.26,129.65,119.22,120.0,118.53,136.35
2021-05-01,new postings,156.15,171.65,123.2,129.47,121.2,119.03,118.96,139.54
2021-05-02,new postings,156.13,170.18,122.11,129.28,123.06,118.25,118.99,143.79
2021-05-03,new postings,155.81,168.18,121.11,130.35,125.55,117.63,118.65,148.65
2021-05-04,new postings,155.76,167.44,120.28,132.52,128.63,115.38,117.08,147.81
2021-05-05,new postings,155.54,165.44,119.52,134.91,132.31,113.56,116.06,142.65
2021-05-06,new postings,155.36,162.7,118.81,137.12,135.46,112.1,116.03,137.08
2021-05-07,new postings,155.3,159.88,118.3,138.33,137.92,110.97,116.02,133.67
2021-05-08,new postings,156.37,157.61,117.97,137.8,140.15,110.18,115.24,129.15
